0000037c,00000001,000ffffd,18
000007fc,00000013,00080305,6727448
000007bc,0000000c,00080401,6727731
000007fc,00000013,00080306,6728123
000007ac,00000001,000ffffe,6728298
000007bc,0000000c,00080401,6728406
0000083c,00000002,000ffffe,6728445
000007ac,00000001,000ffffe,6728469
0000083c,00000002,000ffffe,6728483
000007b4,00000002,000ffffe,6728490
000007d8,00000001,000ffffe,6728493
0000083c,00000002,000ffffe,6728768
0000083c,00000002,000ffffe,6729177
00000818,00000001,000ffffe,6729381
000007fc,00000013,00080305,6729502
000007bc,0000000c,00080401,6729547
000007bc,0000000c,00080401,6729813
00000858,00000001,000ffffe,6730207
0000085c,00000001,000ffffe,6730512
00000848,00000007,00080401,6730809
00000800,00000001,000ffffe,6730949
0000082c,00000244,0008046a,6730989
000007b4,00000002,000ffffe,6731295
000007c0,00000001,000ffffe,6731467
00000848,00000007,00080401,6731560
000007b4,00000002,000ffffe,6731599
000007ec,00000002,000ffffe,6731861
00000820,00000002,000ffffe,6732264
0000082c,000021e9,0008044b,6732406
00000834,00000001,000ffffe,6732465
000007d8,00000001,000ffffe,6732838
00000820,00000002,000ffffe,6733120
000007ec,00000002,000ffffe,6733439
000007d0,00000001,000ffffe,6733598
0000082c,00000244,0008044e,6733604
00000848,00000007,00080401,6733956
0000084c,00000001,000ffffe,6734398
000008ac,0000000c,00080401,6734873
00000848,00000007,00080400,6735372
000007bc,0000000c,00080400,6735869
000007c0,00000001,000ffffe,6736344
000007b4,00000002,000ffffe,6736828
0000084c,00000001,000ffffe,6737069
000007d8,00000001,000ffffe,6737430
0000084c,00000001,000ffffe,6737611
000007ac,00000001,000ffffe,6737748
000007ec,00000002,000ffffe,6738012
000007d8,00000001,000ffffe,6738143
0000082c,00000244,00080465,6738281
00000820,00000002,000ffffe,6738482
00000848,00000007,00080400,6738928
00000854,00000001,000ffffe,6739143
0000083c,00000002,000ffffe,6739255
00000834,00000001,000ffffe,6739310
00000848,00000007,00080400,6739584
000007b4,00000002,000ffffe,6740460
0000082c,00000244,00080462,6740563
0000085c,00000001,000ffffe,6741056
00000800,00000001,000ffffe,6741236
0000082c,00000244,0008046f,6741276
000007d8,00000001,000ffffe,6741566
00000848,00000007,00080400,6742009
000007d8,00000001,000ffffe,6742222
000007b4,00000002,000ffffe,6742333
000007b4,00000002,000ffffe,6742628
00000854,00000001,000ffffe,6742775
00000820,00000002,000ffffe,6743122
0000085c,00000001,000ffffe,6743566
000007c0,00000001,000ffffe,6743789
000007b4,00000002,000ffffe,6743902
00000834,00000001,000ffffe,6744197
00000820,00000002,000ffffe,6744586
00000820,00000002,000ffffe,6745052
00000858,00000001,000ffffe,6745809
0000085c,00000001,000ffffe,6746000
0000082c,00000244,0008044c,6746135
00000848,00000007,00080401,6746278
0000082c,00000244,00080471,6746515
0000083c,00000002,000ffffe,6746681
00000848,0000000b,00080401,6747166
000007b4,00000002,000ffffe,6747667
000007bc,0000000c,00080401,6748420
0000082c,00000244,00080468,6748740
000007d8,00000001,000ffffe,6748773
0000085c,00000001,000ffffe,6749195
000007c0,00000001,000ffffe,6749646
000007b4,00000002,000ffffe,6749873
000007bc,0000000c,00080401,6750236
00000800,00000001,000ffffe,6750402
000007bc,0000000c,00080401,6750502
00000818,00000001,000ffffe,6750536
0000083c,00000002,000ffffe,6750560
000007ec,00000002,000ffffe,6750572
00000800,00000001,000ffffe,6750849
00000820,00000002,000ffffe,6751261
000007fc,00000013,00080307,6751484
00000818,00000001,000ffffe,6752029
000007b4,00000002,000ffffe,6752364
0000084c,00000001,000ffffe,6752802
0000082c,000003d0,00080443,6752816
000007fc,00000013,00080309,6753040
0000085c,00000001,000ffffe,6753404
00000834,00000001,000ffffe,6753835
00000818,00000001,000ffffe,6754051
00000818,00000001,000ffffe,6754431
000007ac,00000001,000ffffe,6755316
000007ac,00000001,000ffffe,6755544
000007bc,0000000c,00080400,6755909
00000820,00000002,000ffffe,6756316
00000820,00000002,000ffffe,6756525
000007b4,00000002,000ffffe,6756630
00000854,00000001,000ffffe,6756682
000007d8,00000001,000ffffe,6756709
000007ac,00000001,000ffffe,6756723
000007c0,00000001,000ffffe,6757002
00000820,00000002,000ffffe,6757143
000007ac,00000001,000ffffe,6757484
000007ec,00000002,000ffffe,6757928
00000818,00000001,000ffffe,6758149
00000834,00000001,000ffffe,6758532
000007d0,00000001,000ffffe,6758724
00000858,00000001,000ffffe,6759060
00000820,00000002,000ffffe,6759501
000007d0,00000001,000ffffe,6759960
000007bc,0000000c,00080400,6760473
00000800,00000001,000ffffe,6760953
000007fc,00000013,00080309,6761217
0000085c,00000001,000ffffe,6761562
00000820,00000002,000ffffe,6761745
00000800,00000001,000ffffe,6762075
000007c0,00000001,000ffffe,6762241
000007c0,00000001,000ffffe,6762564
000007c0,00000001,000ffffe,6762726
000007b4,00000002,000ffffe,6763048
000007ac,00000001,000ffffe,6763208
000007d8,00000001,000ffffe,6763289
00000800,00000001,000ffffe,6763330
00000820,00000002,000ffffe,6763352
00000800,00000001,000ffffe,6763368
000007bc,0000000c,00080401,6763373
0000082c,000021e9,00080461,6763541
00000858,00000001,000ffffe,6763643
00000874,00000001,000ffffe,6763781
000007c0,00000001,000ffffe,6764694
0000082c,00000244,00080461,6764701
00000818,00000001,000ffffe,6764852
0000082c,00000244,00080441,6764958
00000800,00000001,000ffffe,6765203
0000083c,00000002,000ffffe,6765380
00000800,00000001,000ffffe,6765707
00000854,00000001,000ffffe,6766143
0000085c,00000001,000ffffe,6766601
0000084c,00000001,000ffffe,6767102
00000818,00000001,000ffffe,6767353
000007bc,0000000c,00080401,6767490
000007b4,00000002,000ffffe,6767783
00000820,00000002,000ffffe,6767935
00000854,00000001,000ffffe,6768282
0000084c,00000001,000ffffe,6768728
00000834,00000001,000ffffe,6769191
00000854,00000001,000ffffe,6769423
000007b4,00000002,000ffffe,6769780
000008d8,00000001,000ffffe,6770197
0000083c,00000002,000ffffe,6770647
00000820,00000002,000ffffe,6770872
00000818,00000001,000ffffe,6770984
00000818,00000001,000ffffe,6771041
000007ac,00000001,000ffffe,6771070
0000084c,00000001,000ffffe,6771085
000007d0,00000001,000ffffe,6771093
000007d0,00000001,000ffffe,6771369
000007d8,00000001,000ffffe,6771779
00000800,00000001,000ffffe,6772495
00000848,00000007,00080400,6772621
000007fc,0000020b,0008030c,6772778
000007ac,00000001,000ffffe,6772915
00000820,00000002,000ffffe,6773306
0000082c,0000236e,00080471,6773362
00000858,00000001,000ffffe,6774006
0000082c,00000244,00080460,6774351
000007c0,00000001,000ffffe,6774363
0000084c,00000001,000ffffe,6774632
00000818,00000001,000ffffe,6774949
00000854,00000001,000ffffe,6775108
0000082c,00000244,00080473,6775121
00000820,00000002,000ffffe,6775189
0000085c,00000001,000ffffe,6775500
000007d8,00000001,000ffffe,6775896
00000818,00000001,000ffffe,6776366
000007c0,00000001,000ffffe,6776873
000007ac,00000001,000ffffe,6777127
000007a0,00000006,00080400,6777499
00000818,00000001,000ffffe,6777678
0000085c,00000001,000ffffe,6778010
00000818,00000001,000ffffe,6778448
000007bc,0000000c,00080400,6778918
000007d0,00000001,000ffffe,6779137
000007fc,00000013,0008030b,6779510
00000848,00000007,00080400,6779676
00000820,00000002,000ffffe,6780000
000007d0,00000001,000ffffe,6780164
0000084c,00000001,000ffffe,6780289
000007ac,00000001,000ffffe,6780550
00000858,00000001,000ffffe,6780681
000007fc,00000013,0008030b,6780765
0000082c,00000244,0008046a,6780826
00000858,00000001,000ffffe,6781052
0000085c,00000001,000ffffe,6781205
000007ac,00000001,000ffffe,6781282
000007b4,00000002,000ffffe,6781322
000007bc,0000000c,00080401,6781352
00000800,00000001,000ffffe,6781623
000007c0,00000001,000ffffe,6782036
00000820,00000002,000ffffe,6782244
000007ac,00000001,000ffffe,6782347
000007fc,00000013,0008030c,6782657
000007c0,00000001,000ffffe,6783025
000007bc,0000000c,00080401,6783501
000007fc,00000013,0008030b,6783741
00000820,00000002,000ffffe,6783841
000007bc,0000000c,00080401,6783910
0000083c,00000002,000ffffe,6783930
0000084c,00000001,000ffffe,6784216
000007fc,00000127,0008030b,6784654
0000085c,00000001,000ffffe,6784704
0000084c,00000001,000ffffe,6785148
00000870,00000001,000ffffe,6785610
000007b4,00000002,000ffffe,6786114
0000084c,00000001,000ffffe,6786365
000007b4,00000002,000ffffe,6786732
0000084c,00000001,000ffffe,6787154
00000800,00000001,000ffffe,6787366
000007ec,00000002,000ffffe,6787745
000008e4,00000001,000ffffe,6788173
000007d0,00000001,000ffffe,6788388
00000858,00000001,000ffffe,6788496
000007fc,00000013,0008030d,6788808
000007d0,00000001,000ffffe,6789177
00000800,00000001,000ffffe,6789371
000007ec,00000002,000ffffe,6789741
000007b4,00000002,000ffffe,6789926
0000085c,00000001,000ffffe,6790018
00000858,00000001,000ffffe,6790065
000007c0,00000001,000ffffe,6790089
000007bc,0000000c,00080400,6790384
000007fc,00000013,0008030c,6790805
000007b4,00000002,000ffffe,6791267
0000083c,00000002,000ffffe,6791507
000007bc,0000000c,00080400,6791877
000007d0,00000001,000ffffe,6792286
000007fc,00000013,0008030d,6792754
000007ac,00000001,000ffffe,6793233
000007bc,0000000c,00080400,6793493
000007c0,00000001,000ffffe,6793607
00000818,00000001,000ffffe,6793670
000007c0,00000001,000ffffe,6793702
000007ec,00000002,000ffffe,6793991
0000083c,00000002,000ffffe,6794407
00000800,00000001,000ffffe,6794886
00000854,00000001,000ffffe,6795398
00000800,00000001,000ffffe,6795894
000007bc,0000000c,00080400,6796393
000007b4,00000002,000ffffe,6796867
00000858,00000001,000ffffe,6797348
0000083c,00000002,000ffffe,6797830
000007fc,00000013,0008030d,6798088
000007d0,00000001,000ffffe,6798191
00000800,00000001,000ffffe,6798252
000007b4,00000002,000ffffe,6798284
00000858,00000001,000ffffe,6798299
00000834,00000001,000ffffe,6798579
0000084c,00000001,000ffffe,6798991
00000800,00000001,000ffffe,6799469
0000084c,00000001,000ffffe,6799980
000007d8,00000001,000ffffe,6800236
000007bc,0000000c,00080401,6800615
00000800,00000001,000ffffe,6801028
0000083c,00000002,000ffffe,6801481
000007fc,00000013,0008030d,6801996
00000818,00000001,000ffffe,6802712
00000800,00000001,000ffffe,6802835
0000083c,00000002,000ffffe,6802898
0000082c,00000244,00080458,6803046
0000085c,00000001,000ffffe,6803168
000007bc,0000000c,00080401,6803315
00000818,00000001,000ffffe,6803644
000007d0,00000001,000ffffe,6804086
0000085c,00000001,000ffffe,6804547
000007bc,0000000c,00080401,6804789
000007d0,00000001,000ffffe,6804894
000007fc,00000013,0008030c,6805210
00000854,00000001,000ffffe,6805581
000008e8,00000001,000ffffe,6805776
0000088c,00000001,000ffffe,6805874
00000818,00000001,000ffffe,6806163
000007bc,0000000c,00080400,6806319
0000085c,00000001,000ffffe,6806381
00000858,00000001,000ffffe,6806418
00000858,00000001,000ffffe,6806437
00000800,00000001,000ffffe,6806447
00000818,00000001,000ffffe,6806724
0000084c,00000001,000ffffe,6806863
00000818,00000001,000ffffe,6806933
000007bc,0000000c,00080400,6807251
000007d0,00000001,000ffffe,6807394
000007d8,00000001,000ffffe,6807918
00000858,00000001,000ffffe,6808006
0000082c,00000244,00080470,6808322
00000820,00000002,000ffffe,6808323
0000085c,00000001,000ffffe,6808720
000007d0,00000001,000ffffe,6809191
00000834,00000001,000ffffe,6809427
0000085c,00000001,000ffffe,6809785
00000818,00000001,000ffffe,6810204
00000820,00000002,000ffffe,6810415
00000854,00000001,000ffffe,6810791
0000084c,00000001,000ffffe,6810980
0000084c,00000001,000ffffe,6811075
000007ec,00000002,000ffffe,6811124
0000083c,00000002,000ffffe,6811388
0000085c,00000001,000ffffe,6811791
000007fc,00000013,0008030f,6812283
00000834,00000001,000ffffe,6812774
0000086c,00000001,000ffffe,6813029
000007d8,00000001,000ffffe,6813157
000007d8,00000001,000ffffe,6813461
000007fc,00000013,0008030e,6813871
00000818,00000001,000ffffe,6814321
00000820,00000002,000ffffe,6815321
0000082c,00000244,00080444,6815406
000007ac,00000001,000ffffe,6815567
00000820,00000002,000ffffe,6815692
00000858,00000001,000ffffe,6815993
00000818,00000001,000ffffe,6816384
000007d8,00000001,000ffffe,6816580
00000848,00000007,00080401,6816956
0000084c,00000001,000ffffe,6817588
00000858,00000001,000ffffe,6817695
00000848,00000007,00080401,6817755
0000082c,00000244,0008045b,6817954
0000084c,00000001,000ffffe,6818016
00000854,00000001,000ffffe,6818150
000007c0,00000001,000ffffe,6818489
000007bc,0000000c,00080401,6818670
0000083c,00000002,000ffffe,6818985
000007d8,00000001,000ffffe,6819147
00000820,00000002,000ffffe,6819543
0000084c,00000001,000ffffe,6819699
0000085c,00000001,000ffffe,6819778
0000082c,00000244,00080466,6819808
000007b4,00000002,000ffffe,6819819
000007d0,00000001,000ffffe,6820078
000007fc,00000013,0008030f,6820498
00000848,00000007,00080401,6820959
0000083c,00000002,000ffffe,6821191
0000085c,00000001,000ffffe,6821309
000007bc,0000000c,00080401,6821380
000007ec,00000002,000ffffe,6821640
000007d0,00000001,000ffffe,6822046
0000085c,00000001,000ffffe,6822250
000007bc,0000000c,00080401,6822635
000007b4,00000002,000ffffe,6823052
000007ec,00000002,000ffffe,6823266
0000088c,00000001,000ffffe,6823644
000008e8,00000001,000ffffe,6823834
00000858,00000001,000ffffe,6824169
00000848,00000007,00080400,6824343
000007d8,00000001,000ffffe,6824661
00000834,00000001,000ffffe,6825552
0000082c,00000244,00080447,6825674
000007c0,00000001,000ffffe,6825781
000007d0,00000001,000ffffe,6825896
000007d8,00000001,000ffffe,6825954
00000858,00000001,000ffffe,6826223
000007ac,00000001,000ffffe,6826358
0000083c,00000002,000ffffe,6826733
0000082c,00000244,00080458,6827005
00000854,00000001,000ffffe,6827125
00000790,00000001,000ffffe,6827322
00000858,00000001,000ffffe,6827421
00000820,00000002,000ffffe,6827472
00000818,00000001,000ffffe,6827736
00000818,00000001,000ffffe,6827869
00000818,00000001,000ffffe,6827936
000007d8,00000001,000ffffe,6827970
0000084c,00000001,000ffffe,6828227
000007ac,00000001,000ffffe,6828421
00000848,00000007,00080400,6828460
00000834,00000001,000ffffe,6828471
00000870,00000001,000ffffe,6828480
000007a4,00000001,000ffffe,6828485
000007ac,00000001,000ffffe,6828488
000007bc,0000000c,00080400,6828501
00000818,00000001,000ffffe,6828763
0000083c,00000002,000ffffe,6828901
0000082c,00000244,0008046b,6828935
000007ec,00000002,000ffffe,6828970
000007c0,00000001,000ffffe,6829004
000007bc,0000000c,00080400,6829033
000007fc,00000013,00080310,6829321
0000084c,00000001,000ffffe,6829444
00000820,00000002,000ffffe,6829516
00000800,00000001,000ffffe,6829551
00000818,00000001,000ffffe,6829809
00000834,00000001,000ffffe,6830411
0000085c,00000001,000ffffe,6830512
00000834,00000001,000ffffe,6830563
000007ac,00000001,000ffffe,6830589
0000082c,00000244,00080477,6830789
00000818,00000001,000ffffe,6830874
000007ac,00000001,000ffffe,6831017
0000084c,00000001,000ffffe,6831089
00000818,00000001,000ffffe,6831397
000007d0,00000001,000ffffe,6831791
00000848,00000007,00080400,6832501
000007fc,00000127,00080310,6832554
00000800,00000001,000ffffe,6832613
000007c0,00000001,000ffffe,6832912
000007b4,00000002,000ffffe,6833063
0000084c,00000001,000ffffe,6833409
0000085c,00000001,000ffffe,6833583
00000834,00000001,000ffffe,6833910
000007d8,00000001,000ffffe,6834074
0000083c,00000002,000ffffe,6834397
00000818,00000001,000ffffe,6834829
000007fc,00000013,00080310,6835064
000007bc,0000000c,00080401,6835166
000007ac,00000001,000ffffe,6835210
00000818,00000001,000ffffe,6835238
000007ac,00000001,000ffffe,6835524
00000854,00000001,000ffffe,6835939
000007d8,00000001,000ffffe,6836147
000007b4,00000002,000ffffe,6836524
000007b4,00000002,000ffffe,6836952
00000800,00000001,000ffffe,6837405
000007c0,00000001,000ffffe,6837904
000007ec,00000002,000ffffe,6838155
000007ac,00000001,000ffffe,6838519
00000834,00000001,000ffffe,6838702
00000818,00000001,000ffffe,6838794
0000083c,00000002,000ffffe,6839113
000007c0,00000001,000ffffe,6839511
0000083c,00000002,000ffffe,6839712
00000798,00000002,000ffffe,6840084
000007c0,00000001,000ffffe,6840509
00000818,00000001,000ffffe,6840962
00000800,00000001,000ffffe,6841189
000008e4,00000001,000ffffe,6841303
000008d4,00000019,00080311,6841624
00000858,00000001,000ffffe,6841749
00000854,00000001,000ffffe,6841824
00000854,00000001,000ffffe,6841862
00000818,00000001,000ffffe,6842121
0000084c,00000001,000ffffe,6842251
00000820,00000002,000ffffe,6842589
00000800,00000001,000ffffe,6842757
000007fc,00000013,00080312,6842860
00000834,00000001,000ffffe,6842885
0000084c,00000001,000ffffe,6842907
0000083c,00000002,000ffffe,6843191
000007c0,00000001,000ffffe,6843332
0000083c,00000002,000ffffe,6843676
00000848,00000007,00080400,6843853
000007fc,00000013,00080312,6844191
00000848,00000007,00080400,6844614
000007d0,00000001,000ffffe,6844826
00000848,00000007,00080400,6845213
0000084c,00000001,000ffffe,6845398
00000854,00000001,000ffffe,6845494
000007c0,00000001,000ffffe,6845814
000007d0,00000001,000ffffe,6846214
00000820,00000002,000ffffe,6846687
00000848,00000007,00080400,6847200
000007d0,00000001,000ffffe,6847688
000007ec,00000002,000ffffe,6848176
000007c0,00000001,000ffffe,6848419
0000083c,00000002,000ffffe,6848782
000007ec,00000002,000ffffe,6849203
00000800,00000001,000ffffe,6849413
000007ac,00000001,000ffffe,6849519
00000858,00000001,000ffffe,6849812
00000834,00000001,000ffffe,6849959
00000820,00000002,000ffffe,6850034
000007d8,00000001,000ffffe,6850342
00000800,00000001,000ffffe,6850497
00000820,00000002,000ffffe,6850576
00000858,00000001,000ffffe,6850886
000007ac,00000001,000ffffe,6851392
0000082c,00000244,0008044e,6851621
000007ac,00000001,000ffffe,6851839
000007d8,00000001,000ffffe,6852063
00000818,00000001,000ffffe,6852447
0000083c,00000002,000ffffe,6852880
000007c0,00000001,000ffffe,6853335
0000085c,00000001,000ffffe,6853835
00000848,00000007,00080401,6854331
00000848,00000007,00080401,6854816
000007ac,00000001,000ffffe,6855053
00000800,00000001,000ffffe,6855175
000007d8,00000001,000ffffe,6855476
0000083c,00000002,000ffffe,6855628
0000083c,00000002,000ffffe,6855704
000007ac,00000001,000ffffe,6856013
000007d8,00000001,000ffffe,6856408
0000083c,00000002,000ffffe,6856607
0000083c,00000002,000ffffe,6856978
00000818,00000001,000ffffe,6857163
00000818,00000001,000ffffe,6857496
000007d8,00000001,000ffffe,6857663
0000083c,00000002,000ffffe,6857748
0000083c,00000002,000ffffe,6858062
000007b4,00000002,000ffffe,6858459
00000820,00000002,000ffffe,6858658
0000084c,00000001,000ffffe,6858757
000008d8,00000001,000ffffe,6859047
000007ec,00000002,000ffffe,6859433
00000818,00000001,000ffffe,6859625
000007c0,00000001,000ffffe,6859771
00000818,00000001,000ffffe,6859796
000007c0,00000001,000ffffe,6859809
00000820,00000002,000ffffe,6859817
00000848,00000007,00080400,6859826
00000834,00000001,000ffffe,6860094
0000082c,00000244,0008045f,6860301
000007c0,00000001,000ffffe,6860503
00000800,00000001,000ffffe,6860708
00000854,00000001,000ffffe,6860811
000007b4,00000002,000ffffe,6861130
0000082c,00000244,0008045e,6861442
000007fc,00000013,00080315,6861552
00000820,00000002,000ffffe,6861738
00000858,00000001,000ffffe,6861839
000007d0,00000001,000ffffe,6862130
00000858,00000001,000ffffe,6862276
00000820,00000002,000ffffe,6862622
00000834,00000001,000ffffe,6862794
0000083c,00000002,000ffffe,6862882
000007ac,00000001,000ffffe,6862925
0000084c,00000001,000ffffe,6863187
00000818,00000001,000ffffe,6863590
000007bc,0000000c,00080400,6863803
000007d0,00000001,000ffffe,6864165
000007b4,00000002,000ffffe,6864353
000007ac,00000001,000ffffe,6864446
000007d8,00000001,000ffffe,6864765
0000083c,00000002,000ffffe,6864926
0000083c,00000002,000ffffe,6865278
000007d8,00000001,000ffffe,6865725
000007c0,00000001,000ffffe,6866189
000007c0,00000001,000ffffe,6866693
00000820,00000002,000ffffe,6867186
00000818,00000001,000ffffe,6868154
0000082c,00000244,0008044f,6868250
000007d0,00000001,000ffffe,6868396
0000083c,00000002,000ffffe,6868758
000007d0,00000001,000ffffe,6868938
000007ac,00000001,000ffffe,6869029
00000800,00000001,000ffffe,6869075
00000848,00000007,00080401,6869344
0000083c,00000002,000ffffe,6869471
00000818,00000001,000ffffe,6869808
000007c0,00000001,000ffffe,6870249
000007d8,00000001,000ffffe,6870470
000007bc,0000000c,00080401,6870592
000007b4,00000002,000ffffe,6870638
000007c0,00000001,000ffffe,6870905
000007ac,00000001,000ffffe,6871311
00000818,00000001,000ffffe,6871786
000007ac,00000001,000ffffe,6872024
000007fc,00000013,00080314,6872401
00000854,00000001,000ffffe,6872563
0000083c,00000002,000ffffe,6872894
000007c0,00000001,000ffffe,6873330
0000083c,00000002,000ffffe,6873550
00000818,00000001,000ffffe,6873659
00000818,00000001,000ffffe,6873954
000007d8,00000001,000ffffe,6874102
00000818,00000001,000ffffe,6874448
000007fc,00000013,00080315,6874911
00000818,00000001,000ffffe,6875228
000007b4,00000002,000ffffe,6875525
0000082c,00000244,00080447,6875695
0000085c,00000001,000ffffe,6875912
0000085c,00000001,000ffffe,6876378
00000894,00000001,000ffffe,6876883
000008a4,00000002,000ffffe,6877137
00000820,00000002,000ffffe,6877264
00000858,00000001,000ffffe,6877327
000007d0,00000001,000ffffe,6877599
000007c0,00000001,000ffffe,6878007
0000083c,00000002,000ffffe,6878484
000007ac,00000001,000ffffe,6878993
00000820,00000002,000ffffe,6879489
000007d0,00000001,000ffffe,6880100
0000082c,00000244,00080458,6880315
00000800,00000001,000ffffe,6880522
00000834,00000001,000ffffe,6880973
00000820,00000002,000ffffe,6881200
00000858,00000001,000ffffe,6881729
000007b4,00000002,000ffffe,6881819
00000800,00000001,000ffffe,6881863
00000834,00000001,000ffffe,6881886
000007d8,00000001,000ffffe,6881898
0000082c,00000244,00080460,6882131
00000858,00000001,000ffffe,6882176
000007ac,00000001,000ffffe,6882587
00000854,00000001,000ffffe,6882793
000007b4,00000002,000ffffe,6883169
0000085c,00000001,000ffffe,6883356
000007ac,00000001,000ffffe,6883690
000007c0,00000001,000ffffe,6884349
0000082c,00000244,00080440,6884708
00000848,00000007,00080400,6884737
00000800,00000001,000ffffe,6885162
000007d8,00000001,000ffffe,6885378
000007d8,00000001,000ffffe,6885758
000007fc,00000013,00080316,6886206
0000084c,00000001,000ffffe,6886643
0000084c,00000001,000ffffe,6886871
00000858,00000001,000ffffe,6887225
000007ec,00000002,000ffffe,6887643
000007ec,00000002,000ffffe,6887852
00000854,00000001,000ffffe,6887956
00000834,00000001,000ffffe,6888009
000007b4,00000002,000ffffe,6888037
0000084c,00000001,000ffffe,6888050
0000085c,00000001,000ffffe,6888329
000007ec,00000002,000ffffe,6888470
0000084c,00000001,000ffffe,6888811
000007bc,0000000c,00080401,6889265
000007d8,00000001,000ffffe,6889476
00000800,00000001,000ffffe,6889859
000007ac,00000001,000ffffe,6890051
0000083c,00000002,000ffffe,6890388
000007ec,00000002,000ffffe,6890828
000007ac,00000001,000ffffe,6891287
00000858,00000001,000ffffe,6891789
000007d0,00000001,000ffffe,6892280
000007c0,00000001,000ffffe,6892526
00000848,00000007,00080401,6892895
000007ec,00000002,000ffffe,6893072
000007d0,00000001,000ffffe,6893402
0000085c,00000001,000ffffe,6893568
0000085c,00000001,000ffffe,6893891
0000085c,00000001,000ffffe,6894053
00000854,00000001,000ffffe,6894374
000007ec,00000002,000ffffe,6894536
0000088c,00000001,000ffffe,6894616
000008c4,00000002,000ffffe,6894658
000008a4,00000002,000ffffe,6894679
00000894,00000001,000ffffe,6894689
000008d8,00000001,000ffffe,6894695
000007d0,00000001,000ffffe,6894970
00000818,00000001,000ffffe,6895108
00000800,00000001,000ffffe,6895449
00000858,00000001,000ffffe,6895620
00000800,00000001,000ffffe,6895706
000007ac,00000001,000ffffe,6896021
0000084c,00000001,000ffffe,6896179
000007d8,00000001,000ffffe,6896530
000007ac,00000001,000ffffe,6896706
000007d8,00000001,000ffffe,6897034
0000083c,00000002,000ffffe,6897471
000007d8,00000001,000ffffe,6897928
000007bc,0000000c,00080400,6898440
000007ec,00000002,000ffffe,6898681
0000085c,00000001,000ffffe,6898806
000007fc,00000013,00080317,6899127
000007fc,00000013,00080318,6899279
000007c0,00000001,000ffffe,6899609
00000834,00000001,000ffffe,6900055
00000818,00000001,000ffffe,6900518
000007c0,00000001,000ffffe,6900750
00000858,00000001,000ffffe,6901106
000007fc,00000013,00080318,6901542
00000818,00000001,000ffffe,6901973
000007ec,00000002,000ffffe,6902199
000007d8,00000001,000ffffe,6902311
000007d8,00000001,000ffffe,6902368
0000084c,00000001,000ffffe,6902397
000007ac,00000001,000ffffe,6902420
000007ac,00000001,000ffffe,6902696
0000082c,00000244,00080473,6902991
000007b4,00000002,000ffffe,6903107
000007c0,00000001,000ffffe,6903583
000007d0,00000001,000ffffe,6903822
00000820,00000002,000ffffe,6903943
0000084c,00000001,000ffffe,6904242
000007ec,00000002,000ffffe,6904633
000007fc,00000013,00080318,6905117
0000083c,00000002,000ffffe,6905334
0000085c,00000001,000ffffe,6905690
000007fc,00000013,00080319,6905887
000007d8,00000001,000ffffe,6906276
00000834,00000001,000ffffe,6906435
00000854,00000001,000ffffe,6906515
0000082c,00000244,00080441,6906538
00000848,00000007,00080401,6906833
000007b4,00000002,000ffffe,6907224
000007d8,00000001,000ffffe,6907693
0000085c,00000001,000ffffe,6908200
0000084c,00000001,000ffffe,6908454
000007bc,0000000c,00080401,6908832
000007d8,00000001,000ffffe,6909005
00000848,00000007,00080401,6909343
000007d8,00000001,000ffffe,6909775
00000858,00000001,000ffffe,6910234
000007ac,00000001,000ffffe,6910464
000007c0,00000001,000ffffe,6910819
00000820,00000002,000ffffe,6910998
000007ec,00000002,000ffffe,6911327
000007ac,00000001,000ffffe,6911491
000007fc,00000013,00080318,6911592
0000084c,00000001,000ffffe,6911877
0000083c,00000002,000ffffe,6912009
000007c0,00000001,000ffffe,6912074
0000082c,00000244,0008046c,6912195
000008c4,00000002,000ffffe,6912380
000008a4,00000002,000ffffe,6912533
000008d8,00000001,000ffffe,6912609
000008e8,00000001,000ffffe,6912648
000008d4,0000000c,00080319,6912679
000007d8,00000001,000ffffe,6912950
00000818,00000001,000ffffe,6913363
000007fc,00000013,0008031a,6913588
00000854,00000001,000ffffe,6913674
0000083c,00000002,000ffffe,6913967
000007ac,00000001,000ffffe,6914352
0000085c,00000001,000ffffe,6914817
0000083c,00000002,000ffffe,6915051
00000854,00000001,000ffffe,6915167
0000085c,00000001,000ffffe,6915226
00000820,00000002,000ffffe,6915257
00000834,00000001,000ffffe,6915543
0000083c,00000002,000ffffe,6915688
0000084c,00000001,000ffffe,6916031
00000834,00000001,000ffffe,6916475
00000800,00000001,000ffffe,6916937
000007fc,00000013,00080319,6917458
00000834,00000001,000ffffe,6917692
000007fc,00000013,00080319,6918076
00000834,00000001,000ffffe,6918481
000007d8,00000001,000ffffe,6918693
00000874,00000001,000ffffe,6919071
000007d0,00000001,000ffffe,6919500
000007ac,00000001,000ffffe,6919715
0000083c,00000002,000ffffe,6919824
000007c0,00000001,000ffffe,6920117
000007ac,00000001,000ffffe,6920504
000007d0,00000001,000ffffe,6920698
000007bc,0000000c,00080400,6921078
00000854,00000001,000ffffe,6921252
00000848,00000007,00080400,6921351
00000790,00000001,000ffffe,6921392
0000085c,00000001,000ffffe,6921416
00000858,00000001,000ffffe,6921700
000007c0,00000001,000ffffe,6922114
00000854,00000001,000ffffe,6922593
00000818,00000001,000ffffe,6922833
00000858,00000001,000ffffe,6923193
000007ac,00000001,000ffffe,6923613
000007c0,00000001,000ffffe,6924063
